MPN;QTY
B41790A7398Q1;200
C3D1P7060Q;400
NCX2220DP,125;500
IRF7769L1TRPBF;400
NC7WZ14EP6X;600
ACS781LLRTR-100B-T;600
FAN7688SJX;200
LTC4368HDD-1#PBF;300
M95M01-RMN6P;100
MAX44251AKA+T;200
MC33060ADG;100
MCP16312-E/MS;400
NVMFD5C650NLT1G;200
NVMFS5C604NLAFT1G;200
NXE1S0305MC-R7;100
OPA2378AIDCNR;1900
REF1933AIDDCT;200
SI8238BB-D-IS1;1400
STM32F723ZET6;100
